Iniciativa,Tipo,Estagio,Âmbito,Periodicidade,Estado,Município,latitude,longitude
Temporada Sabores E Cervejas Da Mantiqueira,Evento / Festival;Roteiro Gastronômico;Produto Turístico de Gastronomia;,Desenvolvimento (iniciativa com menos de 2 anos),Federal / Nacional,Anual,SP,Campos do Jordão,-22.7296,-45.5833
Semana De Portinari / Piazza Della Nonna,Evento / Festival;,Consolidada (geralmente com mais de 2 anos),Municipal / Local,Anual,SP,Brodowski,-20.9845,-47.6572
Festival Bon Odori,Evento / Festival;,Consolidada (geralmente com mais de 2 anos),Municipal / Local,Anual,PA,Tomé-Açu,-2.41302,-48.1415
Festival Da Galinha Caipira - Casa Familiar Rural De Belterra,Evento / Festival;,Consolidada (geralmente com mais de 2 anos),Municipal / Local,Outra,PA,Belterra,-2.6360900000000003,-54.9374
Festival Da Galinha Caipira - Casa Familiar Rural De Belterra,Evento / Festival;,Consolidada (geralmente com mais de 2 anos),Municipal / Local,Outra,PA,Mojuí dos Campos,-2.6822,-54.6425
"""Festa Da Panela De Pedra Sabão - Cachoeira Do Brumado""",Evento / Festival;Produto Turístico de Gastronomia;,Consolidada (geralmente com mais de 2 anos),Municipal / Local,Anual,MG,Mariana,-20.3765,-43.413999999999994
Festival Do Caju,Evento / Festival;,Consolidada (geralmente com mais de 2 anos),Municipal / Local,Anual,PA,Santarém,-2.4384900000000003,-54.6996
Feijoada Da Liberdade,Evento / Festival;,Consolidada (geralmente com mais de 2 anos),Municipal / Local,Anual,RJ,Quissamã,-22.1031,-41.4693
Feijoada Da Liberdade,Evento / Festival;,Consolidada (geralmente com mais de 2 anos),Municipal / Local,Anual,RJ,Campos dos Goytacazes,-21.7622,-41.3181
Feijoada Da Liberdade,Evento / Festival;,Consolidada (geralmente com mais de 2 anos),Municipal / Local,Anual,RJ,Macaé,-22.3768,-41.7848
Feijoada Da Liberdade,Evento / Festival;,Consolidada (geralmente com mais de 2 anos),Municipal / Local,Anual,RJ,Rio das Ostras,-22.5174,-41.9475
Feijoada Da Liberdade,Evento / Festival;,Consolidada (geralmente com mais de 2 anos),Municipal / Local,Anual,RJ,Rio de Janeiro,-22.9129,-43.2003
Feijoada Da Liberdade,Evento / Festival;,Consolidada (geralmente com mais de 2 anos),Municipal / Local,Anual,RJ,Carapebus,-22.1821,-41.663000000000004
Festival Gastronômico Sabores De Socorro,Evento / Festival;,Consolidada (geralmente com mais de 2 anos),Municipal / Local,Anual,SP,Socorro,-22.5903,-46.5251
Festa Do Doce Colonial,Evento / Festival;,Consolidada (geralmente com mais de 2 anos),Estadual,Mensal,RS,Morro Redondo,-31.5887,-52.6261
Festa Do Doce Colonial,Evento / Festival;,Consolidada (geralmente com mais de 2 anos),Estadual,Mensal,RS,Pelotas,-31.7649,-52.3371
Festa Do Doce Colonial,Evento / Festival;,Consolidada (geralmente com mais de 2 anos),Estadual,Mensal,RS,Canguçu,-31.396,-52.6783
Festa Do Doce Colonial,Evento / Festival;,Consolidada (geralmente com mais de 2 anos),Estadual,Mensal,RS,Rio Grande,-32.0349,-52.1071
Festival Sabores & Saberes De Ajuricaba/Rs,Evento / Festival;,Consolidada (geralmente com mais de 2 anos),Municipal / Local,Anual,RS,Ajuricaba,-28.2342,-53.7757
Rota De Turismo Rural Sabores & Saberes De Ajuricaba/Rs,Roteiro Gastronômico;Outros - Rota Rural;,Consolidada (geralmente com mais de 2 anos),Municipal / Local,Permanente,RS,Ajuricaba,-28.2342,-53.7757
Rota Gastronômica - Roteiros Do Circuito Do Ouro,Roteiro Gastronômico;,Consolidada (geralmente com mais de 2 anos),Municipal / Local,Permanente,MG,Caeté,-19.8826,-43.6704
Rota Gastronômica - Roteiros Do Circuito Do Ouro,Roteiro Gastronômico;,Consolidada (geralmente com mais de 2 anos),Municipal / Local,Permanente,MG,Barão de Cocais,-19.9389,-43.4755
Rota Gastronômica - Roteiros Do Circuito Do Ouro,Roteiro Gastronômico;,Consolidada (geralmente com mais de 2 anos),Municipal / Local,Permanente,MG,Catas Altas,-20.0734,-43.4061
Rota Gastronômica - Roteiros Do Circuito Do Ouro,Roteiro Gastronômico;,Consolidada (geralmente com mais de 2 anos),Municipal / Local,Permanente,MG,Santa Bárbara,-19.9604,-43.4101
Rota Gastronômica - Roteiros Do Circuito Do Ouro,Roteiro Gastronômico;,Consolidada (geralmente com mais de 2 anos),Municipal / Local,Permanente,MG,Ouro Preto,-20.3796,-43.512
Rota Gastronômica - Roteiros Do Circuito Do Ouro,Roteiro Gastronômico;,Consolidada (geralmente com mais de 2 anos),Municipal / Local,Permanente,MG,Mariana,-20.3765,-43.413999999999994
Rota Gastronômica - Roteiros Do Circuito Do Ouro,Roteiro Gastronômico;,Consolidada (geralmente com mais de 2 anos),Municipal / Local,Permanente,MG,Congonhas,-20.4958,-43.851000000000006
Rota Gastronômica - Roteiros Do Circuito Do Ouro,Roteiro Gastronômico;,Consolidada (geralmente com mais de 2 anos),Municipal / Local,Permanente,MG,Ouro Branco,-20.5263,-43.6962
Rota Gastronômica - Roteiros Do Circuito Do Ouro,Roteiro Gastronômico;,Consolidada (geralmente com mais de 2 anos),Municipal / Local,Permanente,MG,Itabira,-19.6239,-43.2312
Rota Gastronômica - Roteiros Do Circuito Do Ouro,Roteiro Gastronômico;,Consolidada (geralmente com mais de 2 anos),Municipal / Local,Permanente,MG,Nova Era,-19.7577,-43.0333
Rota Gastronômica - Roteiros Do Circuito Do Ouro,Roteiro Gastronômico;,Consolidada (geralmente com mais de 2 anos),Municipal / Local,Permanente,MG,Itabirito,-20.2501,-43.8038
Rota Gastronômica - Roteiros Do Circuito Do Ouro,Roteiro Gastronômico;,Consolidada (geralmente com mais de 2 anos),Municipal / Local,Permanente,MG,Nova Lima,-19.9758,-43.8509
Rota Gastronômica - Roteiros Do Circuito Do Ouro,Roteiro Gastronômico;,Consolidada (geralmente com mais de 2 anos),Municipal / Local,Permanente,MG,Sabará,-19.884,-43.8263
Rota Gastronômica - Roteiros Do Circuito Do Ouro,Roteiro Gastronômico;,Consolidada (geralmente com mais de 2 anos),Municipal / Local,Permanente,MG,Raposos,-19.9636,-43.8079
Rota Gastronômica - Roteiros Do Circuito Do Ouro,Roteiro Gastronômico;,Consolidada (geralmente com mais de 2 anos),Municipal / Local,Permanente,MG,Rio Acima,-20.0876,-43.7878
Rota Gastronômica Do Montanhas E Fé,Roteiro Gastronômico;,Desenvolvimento (iniciativa com menos de 2 anos),Estadual,Permanente,MG,Santo Antônio do Grama,-20.3185,-42.6047
Circuito Tipico Italiano De Santa Felicidade,Projeto Promocional;Roteiro Gastronômico;Produto Turístico de Gastronomia;,Desenvolvimento (iniciativa com menos de 2 anos),Municipal / Local,Permanente,PR,Curitiba,-25.4195,-49.2646
V Festival Nacional Da Truta,Evento / Festival;Projeto de Qualificação;Projeto Social;Roteiro Gastronômico;Produto Turístico de Gastronomia;,Consolidada (geralmente com mais de 2 anos),Federal / Nacional,Anual,SC,Urubici,-28.0157,-49.5925
Festival De Cerveja Da Mantiqueira / Rota Cervejeira Da Mantiqueira Paulusta,Evento / Festival;Roteiro Gastronômico;Produto Turístico de Gastronomia;,Consolidada (geralmente com mais de 2 anos),Estadual,Anual,SP,Santo Antônio do Pinhal,-22.826999999999998,-45.663000000000004
Festival Da Sardinha,Evento / Festival;Projeto de Qualificação;Projeto Promocional;Produto Turístico de Gastronomia;,Consolidada (geralmente com mais de 2 anos),Estadual,Anual,CE,Cascavel,-4.12967,-38.2412
Degusta Missões,Evento / Festival;Projeto de Qualificação;,Desenvolvimento (iniciativa com menos de 2 anos),Municipal / Local,Outra,RS,Cerro Largo,-28.1463,-54.7428
Festival Gastronômico Sabores Das Villas,Evento / Festival;,Consolidada (geralmente com mais de 2 anos),Estadual,Anual,MG,Casa Grande,-20.7925,-43.9343
Festival Gastronômico Sabores Das Villas,Evento / Festival;,Consolidada (geralmente com mais de 2 anos),Estadual,Anual,MG,Caranaíba,-20.8707,-43.7417
Festival Gastronômico Sabores Das Villas,Evento / Festival;,Consolidada (geralmente com mais de 2 anos),Estadual,Anual,MG,Catas Altas da Noruega,-20.6901,-43.4939
Festival Gastronômico Sabores Das Villas,Evento / Festival;,Consolidada (geralmente com mais de 2 anos),Estadual,Anual,MG,Conselheiro Lafaiete,-20.6634,-43.7846
Festival Gastronômico Sabores Das Villas,Evento / Festival;,Consolidada (geralmente com mais de 2 anos),Estadual,Anual,MG,Itaverava,-20.6769,-43.6141
Festival Gastronômico Sabores Das Villas,Evento / Festival;,Consolidada (geralmente com mais de 2 anos),Estadual,Anual,MG,Piranga,-20.6834,-43.2967
Festival Gastronômico Sabores Das Villas,Evento / Festival;,Consolidada (geralmente com mais de 2 anos),Estadual,Anual,MG,Santana dos Montes,-20.7868,-43.6949
Festival Gastronômico Sabores Das Villas,Evento / Festival;,Consolidada (geralmente com mais de 2 anos),Estadual,Anual,MG,Senhora de Oliveira,-20.7972,-43.3394
Festival Gastronômico Sabores Das Villas,Evento / Festival;,Consolidada (geralmente com mais de 2 anos),Estadual,Anual,MG,Rio Espera,-20.855,-43.4721
Festival Gastronômico Sabores Das Villas,Evento / Festival;,Consolidada (geralmente com mais de 2 anos),Estadual,Anual,MG,Lamim,-20.79,-43.4706
Festival Gastronômico Sabores Das Villas,Evento / Festival;,Consolidada (geralmente com mais de 2 anos),Estadual,Anual,MG,Queluzito,-20.7416,-43.8851
Festival Gastronômico Sabores Das Villas,Evento / Festival;,Consolidada (geralmente com mais de 2 anos),Estadual,Anual,MG,Cristiano Otoni,-20.8324,-43.8166
Biertal – Caminho Das Cervejas Artesanais.,Roteiro Gastronômico;,Desenvolvimento (iniciativa com menos de 2 anos),Estadual,Permanente,RS,Araricá,-29.6168,-50.9291
Biertal – Caminho Das Cervejas Artesanais.,Roteiro Gastronômico;,Desenvolvimento (iniciativa com menos de 2 anos),Estadual,Permanente,RS,Campo Bom,-29.6747,-51.0606
Biertal – Caminho Das Cervejas Artesanais.,Roteiro Gastronômico;,Desenvolvimento (iniciativa com menos de 2 anos),Estadual,Permanente,RS,Dois Irmãos,-29.5836,-51.0898
Biertal – Caminho Das Cervejas Artesanais.,Roteiro Gastronômico;,Desenvolvimento (iniciativa com menos de 2 anos),Estadual,Permanente,RS,Estância Velha,-29.6535,-51.1843
Biertal – Caminho Das Cervejas Artesanais.,Roteiro Gastronômico;,Desenvolvimento (iniciativa com menos de 2 anos),Estadual,Permanente,RS,Ivoti,-29.5995,-51.1533
Biertal – Caminho Das Cervejas Artesanais.,Roteiro Gastronômico;,Desenvolvimento (iniciativa com menos de 2 anos),Estadual,Permanente,RS,Lindolfo Collor,-29.5859,-51.2141
Biertal – Caminho Das Cervejas Artesanais.,Roteiro Gastronômico;,Desenvolvimento (iniciativa com menos de 2 anos),Estadual,Permanente,RS,Nova Hartz,-29.5808,-50.9051
Biertal – Caminho Das Cervejas Artesanais.,Roteiro Gastronômico;,Desenvolvimento (iniciativa com menos de 2 anos),Estadual,Permanente,RS,Novo Hamburgo,-29.6875,-51.1328
Biertal – Caminho Das Cervejas Artesanais.,Roteiro Gastronômico;,Desenvolvimento (iniciativa com menos de 2 anos),Estadual,Permanente,RS,Morro Reuter,-29.5379,-51.0811
Biertal – Caminho Das Cervejas Artesanais.,Roteiro Gastronômico;,Desenvolvimento (iniciativa com menos de 2 anos),Estadual,Permanente,RS,Presidente Lucena,-29.5175,-51.1798
Biertal – Caminho Das Cervejas Artesanais.,Roteiro Gastronômico;,Desenvolvimento (iniciativa com menos de 2 anos),Estadual,Permanente,RS,São Leopoldo,-29.7545,-51.1498
Biertal – Caminho Das Cervejas Artesanais.,Roteiro Gastronômico;,Desenvolvimento (iniciativa com menos de 2 anos),Estadual,Permanente,RS,Santa Maria do Herval,-29.4902,-50.9919
Biertal – Caminho Das Cervejas Artesanais.,Roteiro Gastronômico;,Desenvolvimento (iniciativa com menos de 2 anos),Estadual,Permanente,RS,São José do Hortêncio,-29.528000000000002,-51.245
Biertal – Caminho Das Cervejas Artesanais.,Roteiro Gastronômico;,Desenvolvimento (iniciativa com menos de 2 anos),Estadual,Permanente,RS,Sapiranga,-29.6349,-51.0064
Caminhos Rurais Rs,Roteiro Gastronômico;,Desenvolvimento (iniciativa com menos de 2 anos),Estadual,Permanente,RS,Araricá,-29.6168,-50.9291
Caminhos Rurais Rs,Roteiro Gastronômico;,Desenvolvimento (iniciativa com menos de 2 anos),Estadual,Permanente,RS,Campo Bom,-29.6747,-51.0606
Caminhos Rurais Rs,Roteiro Gastronômico;,Desenvolvimento (iniciativa com menos de 2 anos),Estadual,Permanente,RS,Dois Irmãos,-29.5836,-51.0898
Caminhos Rurais Rs,Roteiro Gastronômico;,Desenvolvimento (iniciativa com menos de 2 anos),Estadual,Permanente,RS,Estância Velha,-29.6535,-51.1843
Caminhos Rurais Rs,Roteiro Gastronômico;,Desenvolvimento (iniciativa com menos de 2 anos),Estadual,Permanente,RS,Ivoti,-29.5995,-51.1533
Caminhos Rurais Rs,Roteiro Gastronômico;,Desenvolvimento (iniciativa com menos de 2 anos),Estadual,Permanente,RS,Lindolfo Collor,-29.5859,-51.2141
Caminhos Rurais Rs,Roteiro Gastronômico;,Desenvolvimento (iniciativa com menos de 2 anos),Estadual,Permanente,RS,Nova Hartz,-29.5808,-50.9051
Caminhos Rurais Rs,Roteiro Gastronômico;,Desenvolvimento (iniciativa com menos de 2 anos),Estadual,Permanente,RS,Novo Hamburgo,-29.6875,-51.1328
Caminhos Rurais Rs,Roteiro Gastronômico;,Desenvolvimento (iniciativa com menos de 2 anos),Estadual,Permanente,RS,Morro Reuter,-29.5379,-51.0811
Caminhos Rurais Rs,Roteiro Gastronômico;,Desenvolvimento (iniciativa com menos de 2 anos),Estadual,Permanente,RS,Presidente Lucena,-29.5175,-51.1798
Caminhos Rurais Rs,Roteiro Gastronômico;,Desenvolvimento (iniciativa com menos de 2 anos),Estadual,Permanente,RS,São Leopoldo,-29.7545,-51.1498
Caminhos Rurais Rs,Roteiro Gastronômico;,Desenvolvimento (iniciativa com menos de 2 anos),Estadual,Permanente,RS,Santa Maria do Herval,-29.4902,-50.9919
Caminhos Rurais Rs,Roteiro Gastronômico;,Desenvolvimento (iniciativa com menos de 2 anos),Estadual,Permanente,RS,São José do Hortêncio,-29.528000000000002,-51.245
Caminhos Rurais Rs,Roteiro Gastronômico;,Desenvolvimento (iniciativa com menos de 2 anos),Estadual,Permanente,RS,Sapiranga,-29.6349,-51.0064
Caminhos Dos Sabores Rs,Roteiro Gastronômico;,Desenvolvimento (iniciativa com menos de 2 anos),Estadual,Permanente,RS,Araricá,-29.6168,-50.9291
Caminhos Dos Sabores Rs,Roteiro Gastronômico;,Desenvolvimento (iniciativa com menos de 2 anos),Estadual,Permanente,RS,Campo Bom,-29.6747,-51.0606
Caminhos Dos Sabores Rs,Roteiro Gastronômico;,Desenvolvimento (iniciativa com menos de 2 anos),Estadual,Permanente,RS,Dois Irmãos,-29.5836,-51.0898
Caminhos Dos Sabores Rs,Roteiro Gastronômico;,Desenvolvimento (iniciativa com menos de 2 anos),Estadual,Permanente,RS,Estância Velha,-29.6535,-51.1843
Caminhos Dos Sabores Rs,Roteiro Gastronômico;,Desenvolvimento (iniciativa com menos de 2 anos),Estadual,Permanente,RS,Ivoti,-29.5995,-51.1533
Caminhos Dos Sabores Rs,Roteiro Gastronômico;,Desenvolvimento (iniciativa com menos de 2 anos),Estadual,Permanente,RS,Lindolfo Collor,-29.5859,-51.2141
Caminhos Dos Sabores Rs,Roteiro Gastronômico;,Desenvolvimento (iniciativa com menos de 2 anos),Estadual,Permanente,RS,Nova Hartz,-29.5808,-50.9051
Caminhos Dos Sabores Rs,Roteiro Gastronômico;,Desenvolvimento (iniciativa com menos de 2 anos),Estadual,Permanente,RS,Novo Hamburgo,-29.6875,-51.1328
Caminhos Dos Sabores Rs,Roteiro Gastronômico;,Desenvolvimento (iniciativa com menos de 2 anos),Estadual,Permanente,RS,Morro Reuter,-29.5379,-51.0811
Caminhos Dos Sabores Rs,Roteiro Gastronômico;,Desenvolvimento (iniciativa com menos de 2 anos),Estadual,Permanente,RS,Presidente Lucena,-29.5175,-51.1798
Caminhos Dos Sabores Rs,Roteiro Gastronômico;,Desenvolvimento (iniciativa com menos de 2 anos),Estadual,Permanente,RS,São Leopoldo,-29.7545,-51.1498
Caminhos Dos Sabores Rs,Roteiro Gastronômico;,Desenvolvimento (iniciativa com menos de 2 anos),Estadual,Permanente,RS,Santa Maria do Herval,-29.4902,-50.9919
Caminhos Dos Sabores Rs,Roteiro Gastronômico;,Desenvolvimento (iniciativa com menos de 2 anos),Estadual,Permanente,RS,São José do Hortêncio,-29.528000000000002,-51.245
Caminhos Dos Sabores Rs,Roteiro Gastronômico;,Desenvolvimento (iniciativa com menos de 2 anos),Estadual,Permanente,RS,Sapiranga,-29.6349,-51.0064
Sabores Dos Campos Gerais,Projeto Promocional;,Consolidada (geralmente com mais de 2 anos),Estadual,Outra,PR,Arapoti,-24.1548,-49.8285
Sabores Dos Campos Gerais,Projeto Promocional;,Consolidada (geralmente com mais de 2 anos),Estadual,Outra,PR,Castro,-24.7891,-50.0108
Sabores Dos Campos Gerais,Projeto Promocional;,Consolidada (geralmente com mais de 2 anos),Estadual,Outra,PR,Carambeí,-24.9152,-50.0986
Sabores Dos Campos Gerais,Projeto Promocional;,Consolidada (geralmente com mais de 2 anos),Estadual,Outra,PR,Curiúva,-24.0362,-50.4576
Sabores Dos Campos Gerais,Projeto Promocional;,Consolidada (geralmente com mais de 2 anos),Estadual,Outra,PR,Imbaú,-24.448,-50.7533
Sabores Dos Campos Gerais,Projeto Promocional;,Consolidada (geralmente com mais de 2 anos),Estadual,Outra,PR,Ipiranga,-25.0238,-50.5794
Sabores Dos Campos Gerais,Projeto Promocional;,Consolidada (geralmente com mais de 2 anos),Estadual,Outra,PR,Ivaí,-24.3857,-51.5839
Sabores Dos Campos Gerais,Projeto Promocional;,Consolidada (geralmente com mais de 2 anos),Estadual,Outra,PR,Jaguariaíva,-24.2439,-49.7066
Sabores Dos Campos Gerais,Projeto Promocional;,Consolidada (geralmente com mais de 2 anos),Estadual,Outra,PR,Ortigueira,-24.2058,-50.9185
Sabores Dos Campos Gerais,Projeto Promocional;,Consolidada (geralmente com mais de 2 anos),Estadual,Outra,PR,Palmeira,-25.4257,-50.007
Sabores Dos Campos Gerais,Projeto Promocional;,Consolidada (geralmente com mais de 2 anos),Estadual,Outra,PR,Piraí do Sul,-24.5306,-49.9433
Sabores Dos Campos Gerais,Projeto Promocional;,Consolidada (geralmente com mais de 2 anos),Estadual,Outra,PR,Ponta Grossa,-25.0916,-50.1668
Sabores Dos Campos Gerais,Projeto Promocional;,Consolidada (geralmente com mais de 2 anos),Estadual,Outra,PR,Porto Amazonas,-25.54,-49.8946
Sabores Dos Campos Gerais,Projeto Promocional;,Consolidada (geralmente com mais de 2 anos),Estadual,Outra,PR,Reserva,-24.6492,-50.8466
Sabores Dos Campos Gerais,Projeto Promocional;,Consolidada (geralmente com mais de 2 anos),Estadual,Outra,PR,São João do Triunfo,-25.683000000000003,-50.2949
Sabores Dos Campos Gerais,Projeto Promocional;,Consolidada (geralmente com mais de 2 anos),Estadual,Outra,PR,Sengés,-24.1129,-49.4616
Sabores Dos Campos Gerais,Projeto Promocional;,Consolidada (geralmente com mais de 2 anos),Estadual,Outra,PR,Telêmaco Borba,-24.3245,-50.6176
Sabores Dos Campos Gerais,Projeto Promocional;,Consolidada (geralmente com mais de 2 anos),Estadual,Outra,PR,Tibagi,-24.5153,-50.4176
